,0,1,2,3,4
8192,5,2,14,9,[1]
8193,7,1,14,7,[4]
8194,9,3,14,5,[1]
8195,11,2,14,3,[5]
8196,13,5,14,1,[3]
8197,2,6,14,12,[4]
8198,4,8,14,10,[1]
8199,6,7,14,8,[3]
8200,8,8,14,6,[5]
8201,10,11,14,4,[5]
8202,12,14,14,2,[5]
8203,14,17,14,0,[0]
8204,2,15,14,12,[2]
8205,4,15,14,10,[4]
8206,6,17,14,8,[0]
8207,8,15,14,6,[4]
8208,10,17,14,4,[3]
8209,12,18,14,2,[3]
8210,14,19,14,0,[4]
8211,2,21,14,12,[1]
8212,4,20,14,10,[0]
8213,6,18,14,8,[2]
8214,8,18,14,6,[0]
8215,10,16,14,4,[5]
8216,12,19,14,2,[3]
8217,14,20,14,0,[5]
8218,2,23,14,12,[2]
8219,4,23,14,10,[3]
8220,6,24,14,8,[1]
8221,8,23,14,6,[1]
8222,10,22,14,4,[3]
8223,12,23,14,2,[3]
8224,14,24,14,0,[4]
8225,2,26,14,12,[0]
8226,4,24,14,10,[4]
8227,6,26,14,8,[4]
8228,8,28,14,6,[1]
8229,10,27,14,4,[1]
8230,12,26,14,2,[0]
8231,14,24,14,0,[3]
8232,2,25,14,12,[0]
8233,4,23,14,10,[0]
8234,6,21,14,8,[4]
8235,8,23,14,6,[3]
8236,10,24,14,4,[0]
8237,12,22,14,2,[4]
8238,14,24,14,0,[3]
8239,2,25,14,12,[1]
8240,4,24,14,10,[5]
8241,6,27,14,8,[4]
8242,8,29,14,6,[4]
8243,10,31,14,4,[5]
8244,12,34,14,2,[2]
8245,14,34,14,0,[0]
8246,2,32,14,12,[2]
8247,4,32,14,10,[2]
8248,6,32,14,8,[5]
8249,8,35,14,6,[5]
8250,10,38,14,4,[5]
8251,12,41,14,2,[1]
8252,14,40,14,0,[5]
8253,2,43,14,12,[1]
8254,4,42,14,10,[1]
8255,6,41,14,8,[3]
8256,8,42,14,6,[0]
8257,10,40,14,4,[4]
8258,12,42,14,2,[5]
8259,14,45,14,0,[5]
8260,2,48,14,12,[2]
8261,4,48,14,10,[5]
8262,6,48,14,8,[2]
8263,8,48,14,6,[3]
8264,10,48,14,4,[3]
8265,12,48,14,2,[0]
8266,14,46,14,0,[3]
8267,2,47,14,12,[0]
8268,4,45,14,10,[5]
8269,6,48,14,8,[4]
8270,8,48,14,6,[0]
8271,10,46,14,4,[0]
8272,12,44,14,2,[0]
8273,14,42,14,0,[1]
8274,2,41,14,12,[1]
8275,4,40,14,10,[4]
8276,6,42,14,8,[1]
8277,8,41,14,6,[0]
8278,10,39,14,4,[3]
8279,12,40,14,2,[0]
8280,14,38,14,0,[2]
8281,2,38,14,12,[2]
8282,4,38,14,10,[3]
8283,6,39,14,8,[3]
8284,8,40,14,6,[0]
8285,10,38,14,4,[2]
8286,12,38,14,2,[1]
8287,14,37,14,0,[5]
8288,2,40,14,12,[1]
8289,4,39,14,10,[0]
8290,6,37,14,8,[3]
8291,8,38,14,6,[3]
8292,10,39,14,4,[4]
8293,12,41,14,2,[0]
8294,14,39,14,0,[0]
8295,1,0,14,13,[3]
8296,3,1,14,11,[4]
8297,5,3,14,9,[2]
8298,7,3,14,7,[5]
8299,9,6,14,5,[2]
8300,11,6,14,3,[1]
8301,13,5,14,1,[3]
8302,2,6,14,12,[5]
8303,4,9,14,10,[1]
8304,6,8,14,8,[5]
8305,8,11,14,6,[2]
8306,10,11,14,4,[3]
8307,12,12,14,2,[4]
8308,14,14,14,0,[0]
8309,2,12,14,12,[5]
8310,4,15,14,10,[2]
8311,6,15,14,8,[0]
8312,8,13,14,6,[2]
8313,10,13,14,4,[4]
8314,12,15,14,2,[1]
8315,14,14,14,0,[4]
8316,2,16,14,12,[3]
8317,4,17,14,10,[3]
8318,6,18,14,8,[5]
8319,8,21,14,6,[5]
8320,10,24,14,4,[4]
8321,12,26,14,2,[2]
8322,14,26,14,0,[4]
8323,2,28,14,12,[1]
8324,4,27,14,10,[1]
8325,6,26,14,8,[1]
8326,8,25,14,6,[0]
8327,10,23,14,4,[3]
8328,12,24,14,2,[0]
8329,14,22,14,0,[5]
8330,2,25,14,12,[4]
8331,4,27,14,10,[4]
8332,6,29,14,8,[5]
8333,8,32,14,6,[0]
8334,10,30,14,4,[5]
8335,12,33,14,2,[2]
8336,14,33,14,0,[0]
8337,2,31,14,12,[1]
8338,4,30,14,10,[3]
8339,6,31,14,8,[5]
8340,8,34,14,6,[2]
8341,10,34,14,4,[2]
8342,12,34,14,2,[5]
8343,14,37,14,0,[4]
8344,2,39,14,12,[0]
8345,4,37,14,10,[4]
8346,6,39,14,8,[4]
8347,8,41,14,6,[3]
8348,10,42,14,4,[2]
8349,12,42,14,2,[3]
8350,14,43,14,0,[1]
8351,2,42,14,12,[5]
8352,4,45,14,10,[1]
8353,6,44,14,8,[5]
8354,8,47,14,6,[0]
8355,10,45,14,4,[1]
8356,12,44,14,2,[0]
8357,14,42,14,0,[1]
8358,2,41,14,12,[2]
8359,4,41,14,10,[1]
8360,6,40,14,8,[2]
8361,8,40,14,6,[5]
8362,10,43,14,4,[2]
8363,12,43,14,2,[2]
8364,14,43,14,0,[5]
8365,2,46,14,12,[2]
8366,4,46,14,10,[1]
8367,6,45,14,8,[5]
8368,8,48,14,6,[4]
8369,10,48,14,4,[2]
8370,12,48,14,2,[1]
8371,14,47,14,0,[1]
8372,2,46,14,12,[2]
8373,4,46,14,10,[2]
8374,6,46,14,8,[0]
8375,8,44,14,6,[0]
8376,10,42,14,4,[4]
8377,12,44,14,2,[3]
8378,14,45,14,0,[0]
8379,2,43,14,12,[4]
8380,4,45,14,10,[5]
8381,6,48,14,8,[0]
8382,8,46,14,6,[1]
8383,10,45,14,4,[2]
8384,12,45,14,2,[0]
8385,14,43,14,0,[4]
8386,2,45,14,12,[1]
8387,4,44,14,10,[3]
8388,6,45,14,8,[2]
8389,8,45,14,6,[0]
8390,10,43,14,4,[5]
8391,12,46,14,2,[3]
8392,14,47,14,0,[1]
8393,2,46,14,12,[4]
8394,4,48,14,10,[1]
8395,6,47,14,8,[5]
8396,8,48,14,6,[3]
8397,10,48,14,4,[5]
8398,12,48,14,2,[2]
8399,14,48,14,0,[2]
8400,1,0,14,13,[4]
8401,3,2,14,11,[2]
8402,5,2,14,9,[4]
8403,7,4,14,7,[2]
8404,9,4,14,5,[4]
8405,11,6,14,3,[3]
8406,13,7,14,1,[2]
8407,2,7,14,12,[1]
8408,4,6,14,10,[4]
8409,6,8,14,8,[4]
8410,8,10,14,6,[4]
8411,10,12,14,4,[4]
8412,12,14,14,2,[2]
8413,14,14,14,0,[4]
8414,2,16,14,12,[3]
8415,4,17,14,10,[5]
8416,6,20,14,8,[5]
8417,8,23,14,6,[2]
8418,10,23,14,4,[3]
8419,12,24,14,2,[0]
8420,14,22,14,0,[0]
8421,2,20,14,12,[2]
8422,4,20,14,10,[2]
8423,6,20,14,8,[4]
8424,8,22,14,6,[4]
8425,10,24,14,4,[4]
8426,12,26,14,2,[1]
8427,14,25,14,0,[4]
8428,2,27,14,12,[5]
8429,4,30,14,10,[5]
8430,6,33,14,8,[0]
8431,8,31,14,6,[4]
8432,10,33,14,4,[3]
8433,12,34,14,2,[0]
8434,14,32,14,0,[0]
8435,2,30,14,12,[5]
8436,4,33,14,10,[3]
8437,6,34,14,8,[3]
8438,8,35,14,6,[0]
8439,10,33,14,4,[2]
8440,12,33,14,2,[0]
8441,14,31,14,0,[1]
8442,2,30,14,12,[3]
8443,4,31,14,10,[1]
8444,6,30,14,8,[2]
8445,8,30,14,6,[4]
8446,10,32,14,4,[4]
8447,12,34,14,2,[2]
8448,14,34,14,0,[3]
8449,2,35,14,12,[3]
8450,4,36,14,10,[1]
8451,6,35,14,8,[2]
8452,8,35,14,6,[5]
8453,10,38,14,4,[4]
8454,12,40,14,2,[5]
8455,14,43,14,0,[4]
8456,2,45,14,12,[0]
8457,4,43,14,10,[0]
8458,6,41,14,8,[4]
8459,8,43,14,6,[1]
8460,10,42,14,4,[1]
8461,12,41,14,2,[1]
8462,14,40,14,0,[1]
8463,2,39,14,12,[4]
8464,4,41,14,10,[3]
8465,6,42,14,8,[4]
8466,8,44,14,6,[1]
8467,10,43,14,4,[2]
8468,12,43,14,2,[1]
8469,14,42,14,0,[1]
8470,2,41,14,12,[5]
8471,4,44,14,10,[3]
8472,6,45,14,8,[4]
8473,8,47,14,6,[3]
8474,10,48,14,4,[4]
8475,12,48,14,2,[2]
8476,14,48,14,0,[5]
8477,2,48,14,12,[1]
8478,4,47,14,10,[5]
8479,6,48,14,8,[4]
8480,8,48,14,6,[3]
8481,10,48,14,4,[0]
8482,12,46,14,2,[0]
8483,14,44,14,0,[3]
8484,2,45,14,12,[0]
8485,4,43,14,10,[2]
8486,6,43,14,8,[2]
8487,8,43,14,6,[3]
8488,10,44,14,4,[2]
8489,12,44,14,2,[4]
8490,14,46,14,0,[1]
8491,2,45,14,12,[4]
8492,4,47,14,10,[0]
8493,6,45,14,8,[4]
8494,8,47,14,6,[3]
8495,10,48,14,4,[4]
8496,12,48,14,2,[3]
8497,14,48,14,0,[0]
8498,2,46,14,12,[3]
8499,4,47,14,10,[1]
8500,6,46,14,8,[4]
8501,8,48,14,6,[5]
8502,10,48,14,4,[1]
8503,12,47,14,2,[5]
8504,14,48,14,0,[4]
8505,1,0,14,13,[3]
8506,3,1,14,11,[1]
8507,5,0,14,9,[2]
8508,7,0,14,7,[5]
8509,9,3,14,5,[5]
8510,11,6,14,3,[4]
8511,13,8,14,1,[1]
8512,2,7,14,12,[0]
8513,4,5,14,10,[5]
8514,6,8,14,8,[3]
8515,8,9,14,6,[1]
8516,10,8,14,4,[4]
8517,12,10,14,2,[5]
8518,14,13,14,0,[0]
8519,2,11,14,12,[1]
8520,4,10,14,10,[2]
8521,6,10,14,8,[5]
8522,8,13,14,6,[0]
8523,10,11,14,4,[0]
8524,12,9,14,2,[5]
8525,14,12,14,0,[1]
8526,2,11,14,12,[3]
8527,4,12,14,10,[3]
8528,6,13,14,8,[3]
8529,8,14,14,6,[4]
8530,10,16,14,4,[3]
8531,12,17,14,2,[1]
8532,14,16,14,0,[3]
8533,2,17,14,12,[1]
8534,4,16,14,10,[0]
8535,6,14,14,8,[0]
8536,8,12,14,6,[4]
8537,10,14,14,4,[0]
8538,12,12,14,2,[1]
8539,14,11,14,0,[4]
8540,2,13,14,12,[5]
8541,4,16,14,10,[2]
8542,6,16,14,8,[0]
8543,8,14,14,6,[5]
8544,10,17,14,4,[5]
8545,12,20,14,2,[2]
8546,14,20,14,0,[2]
8547,2,20,14,12,[4]
8548,4,22,14,10,[1]
8549,6,21,14,8,[5]
8550,8,24,14,6,[2]
8551,10,24,14,4,[1]
8552,12,23,14,2,[0]
8553,14,21,14,0,[5]
8554,2,24,14,12,[4]
8555,4,26,14,10,[3]
8556,6,27,14,8,[3]
8557,8,28,14,6,[1]
8558,10,27,14,4,[0]
8559,12,25,14,2,[0]
8560,14,23,14,0,[0]
8561,2,21,14,12,[3]
8562,4,22,14,10,[0]
8563,6,20,14,8,[1]
8564,8,19,14,6,[1]
8565,10,18,14,4,[2]
8566,12,18,14,2,[1]
8567,14,17,14,0,[2]
8568,2,17,14,12,[0]
8569,4,15,14,10,[4]
8570,6,17,14,8,[3]
8571,8,18,14,6,[3]
8572,10,19,14,4,[5]
8573,12,22,14,2,[3]
8574,14,23,14,0,[1]
8575,2,22,14,12,[5]
8576,4,25,14,10,[1]
8577,6,24,14,8,[2]
8578,8,24,14,6,[5]
8579,10,27,14,4,[0]
8580,12,25,14,2,[2]
8581,14,25,14,0,[4]
8582,2,27,14,12,[4]
8583,4,29,14,10,[0]
8584,6,27,14,8,[2]
8585,8,27,14,6,[0]
8586,10,25,14,4,[2]
8587,12,25,14,2,[5]
8588,14,28,14,0,[0]
8589,2,26,14,12,[3]
8590,4,27,14,10,[5]
8591,6,30,14,8,[3]
8592,8,31,14,6,[0]
8593,10,29,14,4,[3]
8594,12,30,14,2,[2]
8595,14,30,14,0,[2]
8596,2,30,14,12,[4]
8597,4,32,14,10,[5]
8598,6,35,14,8,[3]
8599,8,36,14,6,[0]
8600,10,34,14,4,[5]
8601,12,37,14,2,[5]
8602,14,40,14,0,[3]
8603,2,41,14,12,[4]
8604,4,43,14,10,[2]
8605,6,43,14,8,[1]
8606,8,42,14,6,[3]
8607,10,43,14,4,[2]
8608,12,43,14,2,[1]
8609,14,42,14,0,[0]
8610,1,0,14,13,[1]
8611,3,0,14,11,[0]
8612,3,0,14,11,[5]
8613,4,3,14,10,[2]
8614,6,3,14,8,[1]
8615,8,2,14,6,[3]
8616,10,3,14,4,[5]
8617,2,6,14,12,[1]
8618,4,5,14,10,[1]
8619,6,4,14,8,[5]
8620,8,7,14,6,[5]
8621,10,10,14,4,[3]
8622,12,11,14,2,[0]
8623,14,9,14,0,[4]
8624,2,11,14,12,[0]
8625,4,9,14,10,[1]
8626,6,8,14,8,[5]
8627,8,11,14,6,[3]
8628,10,12,14,4,[0]
8629,12,10,14,2,[5]
8630,14,13,14,0,[0]
8631,2,11,14,12,[2]
8632,4,11,14,10,[0]
8633,6,9,14,8,[2]
8634,8,9,14,6,[4]
8635,10,11,14,4,[3]
8636,12,12,14,2,[0]
8637,14,10,14,0,[5]
8638,2,13,14,12,[5]
8639,4,16,14,10,[2]
8640,6,16,14,8,[4]
8641,8,18,14,6,[0]
8642,10,16,14,4,[2]
8643,12,16,14,2,[5]
8644,14,19,14,0,[0]
8645,2,17,14,12,[0]
8646,4,15,14,10,[2]
8647,6,15,14,8,[1]
8648,8,14,14,6,[2]
8649,10,14,14,4,[4]
8650,12,16,14,2,[1]
8651,14,15,14,0,[0]
8652,2,13,14,12,[3]
8653,4,14,14,10,[2]
8654,6,14,14,8,[3]
8655,8,15,14,6,[2]
8656,10,15,14,4,[2]
8657,12,15,14,2,[5]
8658,14,18,14,0,[0]
8659,2,16,14,12,[2]
8660,4,16,14,10,[4]
8661,6,18,14,8,[2]
8662,8,18,14,6,[0]
8663,10,16,14,4,[5]
8664,12,19,14,2,[5]
8665,14,22,14,0,[0]
8666,2,20,14,12,[3]
8667,4,21,14,10,[1]
8668,6,20,14,8,[0]
8669,8,18,14,6,[0]
8670,10,16,14,4,[2]
8671,12,16,14,2,[1]
8672,14,15,14,0,[3]
8673,2,16,14,12,[5]
8674,4,19,14,10,[0]
8675,6,17,14,8,[2]
8676,8,17,14,6,[2]
8677,10,17,14,4,[0]
8678,12,15,14,2,[3]
8679,14,16,14,0,[0]
8680,2,14,14,12,[4]
8681,4,16,14,10,[4]
8682,6,18,14,8,[0]
8683,8,16,14,6,[4]
8684,10,18,14,4,[2]
8685,12,18,14,2,[4]
8686,14,20,14,0,[1]
8687,2,19,14,12,[2]
8688,4,19,14,10,[1]
8689,6,18,14,8,[2]
8690,8,18,14,6,[5]
8691,10,21,14,4,[0]
8692,12,19,14,2,[1]
8693,14,18,14,0,[0]
8694,2,16,14,12,[5]
8695,4,19,14,10,[1]
8696,6,18,14,8,[5]
8697,8,21,14,6,[2]
8698,10,21,14,4,[0]
8699,12,19,14,2,[4]
8700,14,21,14,0,[0]
8701,2,19,14,12,[5]
8702,4,22,14,10,[0]
8703,6,20,14,8,[4]
8704,8,22,14,6,[4]
8705,10,24,14,4,[1]
8706,12,23,14,2,[4]
8707,14,25,14,0,[3]
8708,2,26,14,12,[3]
8709,4,27,14,10,[5]
8710,6,30,14,8,[2]
8711,8,30,14,6,[4]
8712,10,32,14,4,[0]
8713,12,30,14,2,[5]
8714,14,33,14,0,[5]
8715,1,0,14,13,[4]
8716,3,2,14,11,[5]
8717,5,5,14,9,[4]
8718,7,7,14,7,[0]
8719,9,5,14,5,[2]
8720,11,5,14,3,[0]
8721,13,3,14,1,[2]
8722,2,3,14,12,[0]
8723,4,1,14,10,[4]
8724,6,3,14,8,[0]
8725,8,1,14,6,[2]
8726,10,1,14,4,[5]
8727,12,4,14,2,[3]
8728,14,5,14,0,[4]
8729,2,7,14,12,[4]
8730,4,9,14,10,[0]
8731,6,7,14,8,[4]
8732,8,9,14,6,[1]
8733,10,8,14,4,[0]
8734,12,6,14,2,[5]
8735,14,9,14,0,[5]
8736,2,12,14,12,[2]
8737,4,12,14,10,[4]
8738,6,14,14,8,[4]
8739,8,16,14,6,[3]
8740,10,17,14,4,[3]
8741,12,18,14,2,[3]
8742,14,19,14,0,[0]
8743,2,17,14,12,[0]
8744,4,15,14,10,[4]
8745,6,17,14,8,[0]
8746,8,15,14,6,[1]
8747,10,14,14,4,[0]
8748,12,12,14,2,[2]
8749,14,12,14,0,[2]
8750,2,12,14,12,[0]
8751,4,10,14,10,[3]
8752,6,11,14,8,[5]
8753,8,14,14,6,[2]
8754,10,14,14,4,[2]
8755,12,14,14,2,[1]
8756,14,13,14,0,[5]
8757,2,16,14,12,[0]
8758,4,14,14,10,[0]
8759,6,12,14,8,[5]
8760,8,15,14,6,[4]
8761,10,17,14,4,[5]
8762,12,20,14,2,[3]
8763,14,21,14,0,[3]
8764,2,22,14,12,[3]
8765,4,23,14,10,[1]
8766,6,22,14,8,[2]
8767,8,22,14,6,[2]
8768,10,22,14,4,[1]
8769,12,21,14,2,[0]
8770,14,19,14,0,[2]
8771,2,19,14,12,[5]
8772,4,22,14,10,[4]
8773,6,24,14,8,[5]
8774,8,27,14,6,[4]
8775,10,29,14,4,[0]
8776,12,27,14,2,[3]
8777,14,28,14,0,[1]
8778,2,27,14,12,[3]
8779,4,28,14,10,[0]
8780,6,26,14,8,[5]
8781,8,29,14,6,[2]
8782,10,29,14,4,[3]
8783,12,30,14,2,[0]
8784,14,28,14,0,[1]
8785,2,27,14,12,[0]
8786,4,25,14,10,[5]
8787,6,28,14,8,[2]
8788,8,28,14,6,[1]
8789,10,27,14,4,[5]
8790,12,30,14,2,[3]
8791,14,31,14,0,[4]
8792,2,33,14,12,[0]
8793,4,31,14,10,[3]
8794,6,32,14,8,[4]
8795,8,34,14,6,[0]
8796,10,32,14,4,[5]
8797,12,35,14,2,[5]
8798,14,38,14,0,[3]
8799,2,39,14,12,[4]
8800,4,41,14,10,[4]
8801,6,43,14,8,[4]
8802,8,45,14,6,[4]
8803,10,47,14,4,[2]
8804,12,47,14,2,[0]
8805,14,45,14,0,[2]
8806,2,45,14,12,[4]
8807,4,47,14,10,[4]
8808,6,48,14,8,[3]
8809,8,48,14,6,[0]
8810,10,46,14,4,[4]
8811,12,48,14,2,[1]
8812,14,47,14,0,[2]
8813,2,47,14,12,[1]
8814,4,46,14,10,[1]
8815,6,45,14,8,[5]
8816,8,48,14,6,[2]
8817,10,48,14,4,[1]
8818,12,47,14,2,[0]
8819,14,45,14,0,[2]
8820,1,0,14,13,[0]
8821,2,0,14,12,[5]
8822,3,3,14,11,[4]
8823,5,5,14,9,[5]
8824,7,8,14,7,[3]
8825,9,9,14,5,[0]
8826,11,7,14,3,[3]
8827,2,8,14,12,[3]
8828,4,9,14,10,[1]
8829,6,8,14,8,[2]
8830,8,8,14,6,[3]
8831,10,9,14,4,[3]
8832,12,10,14,2,[5]
8833,14,13,14,0,[4]
8834,2,15,14,12,[0]
8835,4,13,14,10,[2]
8836,6,13,14,8,[2]
8837,8,13,14,6,[0]
8838,10,11,14,4,[2]
8839,12,11,14,2,[3]
8840,14,12,14,0,[3]
8841,2,13,14,12,[2]
8842,4,13,14,10,[0]
8843,6,11,14,8,[0]
8844,8,9,14,6,[5]
8845,10,12,14,4,[4]
8846,12,14,14,2,[4]
8847,14,16,14,0,[5]
8848,2,19,14,12,[0]
8849,4,17,14,10,[4]
8850,6,19,14,8,[4]
8851,8,21,14,6,[3]
8852,10,22,14,4,[1]
8853,12,21,14,2,[0]
8854,14,19,14,0,[3]
8855,2,20,14,12,[2]
8856,4,20,14,10,[5]
8857,6,23,14,8,[2]
8858,8,23,14,6,[0]
8859,10,21,14,4,[0]
8860,12,19,14,2,[5]
8861,14,22,14,0,[4]
8862,2,24,14,12,[4]
8863,4,26,14,10,[1]
8864,6,25,14,8,[0]
8865,8,23,14,6,[3]
8866,10,24,14,4,[0]
8867,12,22,14,2,[1]
8868,14,21,14,0,[2]
8869,2,21,14,12,[3]
8870,4,22,14,10,[4]
8871,6,24,14,8,[5]
8872,8,27,14,6,[5]
8873,10,30,14,4,[0]
8874,12,28,14,2,[4]
8875,14,30,14,0,[2]
8876,2,30,14,12,[0]
8877,4,28,14,10,[3]
8878,6,29,14,8,[4]
8879,8,31,14,6,[2]
8880,10,31,14,4,[2]
8881,12,31,14,2,[2]
8882,14,31,14,0,[2]
8883,2,31,14,12,[0]
8884,4,29,14,10,[1]
8885,6,28,14,8,[4]
8886,8,30,14,6,[0]
8887,10,28,14,4,[3]
8888,12,29,14,2,[2]
8889,14,29,14,0,[0]
8890,2,27,14,12,[5]
8891,4,30,14,10,[5]
8892,6,33,14,8,[4]
8893,8,35,14,6,[5]
8894,10,38,14,4,[1]
8895,12,37,14,2,[3]
8896,14,38,14,0,[5]
8897,2,41,14,12,[1]
8898,4,40,14,10,[2]
8899,6,40,14,8,[2]
8900,8,40,14,6,[3]
8901,10,41,14,4,[5]
8902,12,44,14,2,[5]
8903,14,47,14,0,[2]
8904,2,47,14,12,[3]
8905,4,48,14,10,[2]
8906,6,48,14,8,[1]
8907,8,47,14,6,[2]
8908,10,47,14,4,[1]
8909,12,46,14,2,[2]
8910,14,46,14,0,[2]
8911,2,46,14,12,[0]
8912,4,44,14,10,[5]
8913,6,47,14,8,[3]
8914,8,48,14,6,[1]
8915,10,47,14,4,[3]
8916,12,48,14,2,[2]
8917,14,48,14,0,[1]
8918,2,47,14,12,[2]
8919,4,47,14,10,[4]
8920,6,48,14,8,[1]
8921,8,47,14,6,[3]
8922,10,48,14,4,[3]
8923,12,48,14,2,[5]
8924,14,48,14,0,[5]
8925,1,0,14,13,[0]
8926,2,0,14,12,[4]
8927,3,2,14,11,[1]
8928,5,1,14,9,[0]
8929,7,0,14,7,[2]
8930,8,0,14,6,[0]
8931,9,0,14,5,[3]
8932,1,1,14,13,[2]
8933,3,1,14,11,[3]
8934,5,2,14,9,[5]
8935,7,5,14,7,[5]
8936,9,8,14,5,[4]
8937,11,10,14,3,[0]
8938,13,8,14,1,[0]
8939,2,6,14,12,[0]
8940,4,4,14,10,[2]
8941,6,4,14,8,[1]
8942,8,3,14,6,[0]
8943,10,1,14,4,[1]
8944,12,0,14,2,[4]
8945,14,2,14,0,[5]
8946,2,5,14,12,[1]
8947,4,4,14,10,[0]
8948,6,2,14,8,[3]
8949,8,3,14,6,[1]
8950,10,2,14,4,[3]
8951,12,3,14,2,[0]
8952,14,1,14,0,[4]
8953,2,3,14,12,[1]
8954,4,2,14,10,[1]
8955,6,1,14,8,[0]
8956,8,0,14,6,[5]
8957,9,3,14,5,[1]
8958,11,2,14,3,[2]
8959,13,2,14,1,[4]
8960,2,4,14,12,[1]
8961,4,3,14,10,[4]
8962,6,5,14,8,[1]
8963,8,4,14,6,[2]
8964,10,4,14,4,[4]
8965,12,6,14,2,[1]
8966,14,5,14,0,[4]
8967,2,7,14,12,[3]
8968,4,8,14,10,[3]
8969,6,9,14,8,[5]
8970,8,12,14,6,[1]
8971,10,11,14,4,[0]
8972,12,9,14,2,[5]
8973,14,12,14,0,[5]
8974,2,15,14,12,[1]
8975,4,14,14,10,[2]
8976,6,14,14,8,[4]
8977,8,16,14,6,[3]
8978,10,17,14,4,[1]
8979,12,16,14,2,[1]
8980,14,15,14,0,[4]
8981,2,17,14,12,[1]
8982,4,16,14,10,[0]
8983,6,14,14,8,[0]
8984,8,12,14,6,[5]
8985,10,15,14,4,[2]
8986,12,15,14,2,[5]
8987,14,18,14,0,[4]
8988,2,20,14,12,[5]
8989,4,23,14,10,[3]
8990,6,24,14,8,[4]
8991,8,26,14,6,[4]
8992,10,28,14,4,[0]
8993,12,26,14,2,[3]
8994,14,27,14,0,[3]
8995,2,28,14,12,[3]
8996,4,29,14,10,[4]
8997,6,31,14,8,[4]
8998,8,33,14,6,[2]
8999,10,33,14,4,[4]
9000,12,35,14,2,[0]
9001,14,33,14,0,[5]
9002,2,36,14,12,[1]
9003,4,35,14,10,[3]
9004,6,36,14,8,[4]
9005,8,38,14,6,[2]
9006,10,38,14,4,[5]
9007,12,41,14,2,[3]
9008,14,42,14,0,[3]
9009,2,43,14,12,[2]
9010,4,43,14,10,[0]
9011,6,41,14,8,[2]
9012,8,41,14,6,[5]
9013,10,44,14,4,[5]
9014,12,47,14,2,[4]
9015,14,48,14,0,[5]
9016,2,48,14,12,[1]
9017,4,47,14,10,[2]
9018,6,47,14,8,[3]
9019,8,48,14,6,[2]
9020,10,48,14,4,[4]
9021,12,48,14,2,[3]
9022,14,48,14,0,[3]
9023,2,48,14,12,[3]
9024,4,48,14,10,[5]
9025,6,48,14,8,[0]
9026,8,46,14,6,[0]
9027,10,44,14,4,[5]
9028,12,47,14,2,[4]
9029,14,48,14,0,[2]
9030,1,0,14,13,[0]
9031,2,0,14,12,[2]
9032,3,0,14,11,[1]
9033,5,0,14,9,[0]
9034,5,0,14,9,[2]
9035,6,0,14,8,[2]
9036,8,0,14,6,[0]
9037,1,0,14,13,[3]
9038,2,1,14,12,[3]
9039,4,2,14,10,[0]
9040,6,0,14,8,[2]
9041,8,0,14,6,[1]
9042,10,0,14,4,[5]
9043,11,3,14,3,[1]
9044,2,2,14,12,[5]
9045,4,5,14,10,[0]
9046,6,3,14,8,[0]
9047,8,1,14,6,[5]
9048,10,4,14,4,[0]
9049,12,2,14,2,[1]
9050,14,1,14,0,[1]
9051,2,0,14,12,[1]
9052,4,0,14,10,[5]
9053,5,3,14,9,[0]
9054,7,1,14,7,[0]
9055,9,0,14,5,[5]
9056,10,3,14,4,[0]
9057,12,1,14,2,[3]
9058,2,2,14,12,[3]
9059,4,3,14,10,[1]
9060,6,2,14,8,[2]
9061,8,2,14,6,[5]
9062,10,5,14,4,[5]
9063,12,8,14,2,[2]
9064,14,8,14,0,[4]
9065,2,10,14,12,[2]
9066,4,10,14,10,[5]
9067,6,13,14,8,[4]
9068,8,15,14,6,[1]
9069,10,14,14,4,[1]
9070,12,13,14,2,[2]
9071,14,13,14,0,[0]
9072,2,11,14,12,[3]
9073,4,12,14,10,[2]
9074,6,12,14,8,[0]
9075,8,10,14,6,[0]
9076,10,8,14,4,[4]
9077,12,10,14,2,[4]
9078,14,12,14,0,[0]
9079,2,10,14,12,[4]
9080,4,12,14,10,[4]
9081,6,14,14,8,[5]
9082,8,17,14,6,[0]
9083,10,15,14,4,[4]
9084,12,17,14,2,[0]
9085,14,15,14,0,[2]
9086,2,15,14,12,[5]
9087,4,18,14,10,[1]
9088,6,17,14,8,[3]
9089,8,18,14,6,[2]
9090,10,18,14,4,[3]
9091,12,19,14,2,[4]
9092,14,21,14,0,[4]
9093,2,23,14,12,[2]
9094,4,23,14,10,[3]
9095,6,24,14,8,[4]
9096,8,26,14,6,[1]
9097,10,25,14,4,[3]
9098,12,26,14,2,[3]
9099,14,27,14,0,[5]
9100,2,30,14,12,[4]
9101,4,32,14,10,[2]
9102,6,32,14,8,[1]
9103,8,31,14,6,[2]
9104,10,31,14,4,[4]
9105,12,33,14,2,[0]
9106,14,31,14,0,[3]
9107,2,32,14,12,[0]
9108,4,30,14,10,[0]
9109,6,28,14,8,[1]
9110,8,27,14,6,[1]
9111,10,26,14,4,[3]
9112,12,27,14,2,[3]
9113,14,28,14,0,[1]
9114,2,27,14,12,[0]
9115,4,25,14,10,[3]
9116,6,26,14,8,[1]
9117,8,25,14,6,[4]
9118,10,27,14,4,[3]
9119,12,28,14,2,[2]
9120,14,28,14,0,[3]
9121,2,29,14,12,[5]
9122,4,32,14,10,[3]
9123,6,33,14,8,[4]
