,PRODUCT's inventory,MATERIAL 1's inventory,PRODUCT's Change,MATERIAL 1's Change,Remaining Demand,Action
1786,12,86,6,90,90,[4]
1787,16,86,12,86,87,[2]
1788,20,86,16,76,84,[4]
1789,24,86,16,86,81,[4]
1791,0,76,4,76,100,[0]
1792,4,86,0,67,97,[2]
1793,4,76,0,86,97,[3]
1794,8,86,0,81,94,[3]
1795,12,86,2,81,91,[5]
1796,16,86,4,90,88,[3]
1797,20,86,10,81,85,[1]
1798,24,86,12,71,82,[5]
1800,0,76,4,76,100,[3]
1801,4,86,0,81,97,[4]
1802,8,86,2,86,94,[2]
1803,12,86,6,76,91,[0]
1804,16,86,6,67,88,[3]
1805,20,86,2,81,85,[0]
1806,24,86,4,67,82,[2]
1807,28,86,0,76,79,[2]
1809,0,76,4,76,100,[1]
1810,4,86,0,71,97,[2]
1811,6,81,0,81,95,[1]
1812,10,86,0,71,92,[2]
1813,12,81,0,81,91,[3]
1814,16,86,0,81,88,[4]
1815,20,86,2,86,85,[3]
1816,24,86,6,81,82,[0]
1818,0,76,4,76,100,[0]
1819,4,86,0,67,97,[3]
1820,4,76,0,90,97,[1]
1821,8,86,2,71,94,[4]
1822,12,86,0,86,91,[5]
1823,16,86,4,90,88,[0]
1824,20,86,10,67,85,[2]
1825,24,86,6,76,82,[1]
1827,0,76,4,76,100,[2]
1828,4,86,0,76,97,[3]
1829,8,86,0,81,93,[5]
1830,12,86,2,90,90,[5]
1831,16,86,8,90,87,[1]
1832,20,86,14,71,84,[3]
1833,24,86,12,81,80,[2]
1834,28,86,14,76,77,[5]
1836,0,76,4,76,100,[3]
1837,4,86,0,81,97,[0]
1838,8,86,2,67,93,[4]
1839,10,81,0,90,92,[3]
1840,14,86,4,81,88,[4]
1841,18,86,6,86,85,[0]
1842,22,86,10,67,82,[5]
1843,26,86,6,90,78,[2]
1845,0,76,4,76,100,[3]
1846,4,86,0,81,97,[0]
1847,8,86,2,67,93,[1]
1848,10,81,0,76,92,[3]
1849,12,81,0,86,90,[1]
1850,16,86,2,71,87,[3]
1851,20,86,0,81,83,[4]
1852,24,86,2,86,80,[5]
1854,0,76,4,76,100,[2]
1855,4,86,0,76,97,[3]
1856,8,86,0,81,94,[4]
1857,12,86,2,86,91,[3]
1858,16,86,6,81,88,[1]
1859,20,86,8,71,84,[0]
1860,24,86,6,67,81,[2]
1861,28,86,2,76,78,[1]
1863,0,76,4,76,100,[0]
1864,4,86,0,67,97,[5]
1865,4,76,0,100,97,[0]
1866,8,86,6,67,94,[3]
1867,12,86,2,81,90,[2]
1868,16,86,4,76,87,[1]
1869,20,86,4,71,84,[1]
1870,24,86,2,71,81,[1]
1872,0,76,4,76,100,[1]
1873,4,86,0,71,97,[5]
1874,6,81,0,95,95,[5]
1875,10,86,6,90,92,[3]
1876,14,86,12,81,89,[0]
1877,18,86,14,67,86,[1]
1878,22,86,10,71,83,[3]
1879,26,86,8,81,79,[1]
1881,0,76,4,76,100,[4]
1882,4,86,0,86,97,[4]
1883,8,86,4,86,94,[0]
1884,12,86,8,67,90,[4]
1885,16,86,4,86,87,[5]
1886,20,86,8,90,84,[4]
1887,24,86,14,86,81,[2]
1888,28,86,18,76,78,[5]
1890,0,76,4,76,100,[3]
1891,4,86,0,81,97,[1]
1892,8,86,2,71,94,[5]
1893,12,86,0,90,91,[3]
1894,16,86,6,81,88,[1]
1895,20,86,8,71,85,[3]
1896,24,86,6,81,82,[3]
1897,28,86,8,81,78,[2]
1899,0,76,4,76,100,[4]
1900,4,86,0,86,97,[2]
1901,8,86,4,76,94,[0]
1902,12,86,4,67,91,[0]
1903,16,86,0,67,88,[5]
1904,16,76,0,100,88,[5]
1905,20,86,6,90,84,[1]
1906,24,86,12,71,81,[3]
1908,0,76,4,76,100,[4]
1909,4,86,0,86,97,[0]
1910,8,86,4,67,94,[1]
1911,12,86,0,71,90,[1]
1912,14,81,0,76,89,[5]
1913,16,81,0,95,87,[4]
1914,20,86,6,86,84,[1]
1915,24,86,10,71,81,[2]
1917,0,76,4,76,100,[5]
1918,4,86,0,90,97,[3]
1919,8,86,6,81,94,[0]
1920,12,86,8,67,90,[2]
1921,16,86,4,76,87,[5]
1922,20,86,4,90,84,[1]
1923,24,86,10,71,81,[4]
1924,28,86,8,86,77,[1]
1926,0,76,4,76,100,[0]
1927,4,86,0,67,97,[0]
1928,4,76,0,76,97,[4]
1929,4,76,0,95,97,[0]
1930,8,86,4,67,94,[3]
1931,12,86,0,81,91,[4]
1932,16,86,2,86,88,[2]
1933,20,86,6,76,85,[1]
1935,0,76,4,76,100,[0]
1936,4,86,0,67,97,[3]
1937,4,76,0,90,97,[4]
1938,8,86,2,86,94,[4]
1939,12,86,6,86,90,[0]
1940,16,86,10,67,87,[1]
1941,20,86,6,71,84,[3]
1942,24,86,4,81,81,[4]
1944,0,76,4,76,100,[4]
1945,4,86,0,86,97,[3]
1946,8,86,4,81,94,[1]
1947,12,86,6,71,91,[3]
1948,16,86,4,81,88,[2]
1949,20,86,6,76,85,[3]
1950,24,86,6,81,82,[4]
1951,28,86,8,86,78,[1]
1953,0,76,4,76,100,[3]
1954,4,86,0,81,97,[0]
1955,8,86,2,67,93,[5]
1956,10,81,0,95,92,[4]
1957,14,86,6,86,89,[3]
1958,18,86,10,81,85,[1]
1959,22,86,12,71,82,[5]
1960,26,86,10,90,79,[2]
1962,0,76,4,76,100,[1]
1963,4,86,0,71,97,[3]
1964,6,81,0,86,95,[4]
1965,10,86,2,86,92,[3]
1966,14,86,6,81,89,[2]
1967,18,86,8,76,86,[5]
1968,22,86,8,90,83,[0]
1969,26,86,14,67,79,[3]
1971,0,76,4,76,100,[0]
1972,4,86,0,67,97,[2]
1973,4,76,0,86,97,[5]
1974,8,86,0,90,94,[3]
1975,12,86,6,81,91,[5]
1976,16,86,8,90,88,[2]
1977,20,86,14,76,85,[0]
1978,24,86,14,67,82,[3]
1980,0,76,4,76,100,[0]
1981,4,86,0,67,97,[5]
1982,4,76,0,100,97,[0]
1983,8,86,6,67,93,[4]
1984,12,86,2,86,90,[2]
1985,16,86,6,76,87,[1]
1986,20,86,6,71,84,[5]
1987,24,86,4,90,80,[1]
1989,0,76,4,76,100,[5]
1990,4,86,0,90,97,[2]
1991,8,86,6,76,93,[4]
1992,12,86,6,86,90,[2]
1993,16,86,10,76,87,[5]
1994,20,86,10,90,84,[0]
1995,24,86,16,67,80,[2]
1996,28,86,12,76,77,[0]
1998,0,76,4,76,100,[1]
1999,4,86,0,71,97,[4]
2000,6,81,0,90,95,[0]
2001,10,86,4,67,92,[3]
2002,14,86,0,81,89,[3]
2003,18,86,2,81,86,[1]
2004,22,86,4,71,83,[3]
2005,26,86,2,81,80,[4]
2007,0,76,4,76,100,[4]
2008,4,86,0,86,97,[2]
2009,8,86,4,76,93,[4]
2010,12,86,4,86,90,[1]
2011,16,86,8,71,87,[3]
2012,20,86,6,81,84,[1]
2013,24,86,8,71,80,[3]
2014,28,86,6,81,77,[3]
2016,0,76,4,76,100,[2]
2017,4,86,0,76,97,[0]
2018,8,86,0,67,94,[0]
2019,8,76,0,76,94,[2]
2020,8,76,0,86,94,[5]
2021,12,86,0,90,91,[4]
2022,16,86,6,86,88,[3]
2023,20,86,10,81,85,[3]
2025,0,76,4,76,100,[0]
2026,4,86,0,67,97,[2]
2027,4,76,0,86,97,[0]
2028,8,86,0,67,93,[0]
2029,8,76,0,76,93,[2]
2030,8,76,0,86,93,[2]
2031,12,86,0,76,90,[3]
2032,16,86,0,81,87,[1]
2034,0,76,4,76,100,[1]
2035,4,86,0,71,97,[5]
2036,6,81,0,95,95,[3]
2037,10,86,6,81,92,[5]
2038,14,86,8,90,89,[0]
2039,18,86,14,67,86,[5]
2040,22,86,10,90,83,[0]
2041,26,86,16,67,80,[1]
2043,0,76,4,76,100,[4]
2044,4,86,0,86,97,[1]
2045,8,86,4,71,94,[3]
2046,12,86,2,81,90,[5]
2047,16,86,4,90,87,[2]
2048,20,86,10,76,84,[5]
2049,24,86,10,90,81,[0]
2050,28,86,16,67,78,[0]
2052,0,76,4,76,100,[4]
2053,4,86,0,86,97,[5]
2054,8,86,4,90,94,[0]
2055,12,86,10,67,91,[3]
2056,16,86,6,81,88,[5]
2057,20,86,8,90,84,[0]
2058,24,86,14,67,81,[3]
2059,28,86,10,81,78,[0]
2061,0,76,4,76,100,[4]
2062,4,86,0,86,97,[4]
2063,8,86,4,86,93,[1]
2064,12,86,8,71,90,[5]
2065,16,86,6,90,87,[3]
2066,20,86,12,81,84,[4]
2067,24,86,14,86,80,[5]
2068,28,86,18,90,77,[1]
2070,0,76,4,76,100,[0]
2071,4,86,0,67,97,[5]
2072,4,76,0,100,97,[0]
2073,8,86,6,67,93,[1]
2074,12,86,2,71,90,[4]
2075,16,86,0,86,87,[5]
2076,20,86,4,90,83,[0]
2077,24,86,10,67,80,[3]
2079,0,76,4,76,100,[4]
2080,4,86,0,86,97,[0]
2081,8,86,4,67,94,[3]
2082,12,86,0,81,91,[2]
2083,16,86,2,76,88,[1]
2084,20,86,2,71,85,[5]
2085,24,86,0,90,82,[5]
2086,28,86,6,90,79,[3]
2088,0,76,4,76,100,[3]
2089,4,86,0,81,97,[0]
2090,8,86,2,67,93,[2]
2091,10,81,0,81,92,[2]
2092,14,86,0,76,88,[2]
2093,18,86,0,76,85,[4]
2094,22,86,0,86,82,[1]
2095,26,86,4,71,78,[5]
2097,0,76,4,76,100,[0]
2098,4,86,0,67,97,[2]
2099,4,76,0,86,97,[1]
2100,8,86,0,71,94,[1]
2101,10,81,0,76,92,[0]
2102,12,81,0,71,90,[2]
2103,12,76,0,86,90,[1]
2104,16,86,0,71,87,[4]
2106,0,76,4,76,100,[0]
2107,4,86,0,67,97,[2]
2108,4,76,0,86,97,[4]
2109,8,86,0,86,94,[3]
2110,12,86,4,81,90,[3]
2111,16,86,6,81,87,[1]
2112,20,86,8,71,84,[3]
2113,24,86,6,81,81,[5]
2115,0,76,4,76,100,[5]
2116,4,86,0,90,97,[1]
2117,8,86,6,71,93,[0]
2118,12,86,4,67,90,[3]
2119,16,86,0,81,87,[5]
2120,20,86,2,90,83,[5]
2121,24,86,8,90,80,[4]
2122,28,86,14,86,77,[3]
2124,0,76,4,76,100,[4]
2125,4,86,0,86,97,[3]
2126,8,86,4,81,94,[5]
2127,12,86,6,90,91,[4]
2128,16,86,12,86,88,[1]
2129,20,86,16,71,85,[4]
2130,24,86,14,86,82,[5]
2131,28,86,18,90,79,[5]
2133,0,76,4,76,100,[2]
2134,4,86,0,76,97,[2]
2135,8,86,0,76,94,[1]
2136,12,86,0,71,91,[0]
2137,14,81,0,71,89,[2]
2138,14,76,0,86,89,[4]
2139,18,86,0,86,86,[5]
2140,22,86,4,90,83,[3]
2142,0,76,4,76,100,[2]
2143,4,86,0,76,97,[1]
2144,8,86,0,71,94,[0]
2145,10,81,0,71,92,[1]
2146,10,76,0,81,92,[2]
2147,12,81,0,81,91,[2]
2148,16,86,0,76,88,[4]
2149,20,86,0,86,85,[1]
2151,0,76,4,76,100,[0]
2152,4,86,0,67,97,[2]
2153,4,76,0,86,97,[3]
2154,8,86,0,81,93,[4]
2155,12,86,2,86,90,[3]
2156,16,86,6,81,87,[5]
2157,20,86,8,90,83,[3]
2158,24,86,14,81,80,[4]
2160,0,76,4,76,100,[3]
2161,4,86,0,81,97,[0]
2162,8,86,2,67,94,[4]
2163,10,81,0,90,92,[0]
2164,14,86,4,67,89,[4]
2165,18,86,0,86,86,[2]
2166,22,86,4,76,83,[1]
2167,26,86,4,71,80,[5]
2169,0,76,4,76,100,[3]
2170,4,86,0,81,97,[1]
2171,8,86,2,71,93,[2]
2172,12,86,0,76,90,[2]
2173,16,86,0,76,87,[2]
2174,20,86,0,76,84,[4]
2175,24,86,0,86,80,[5]
2176,28,86,4,90,77,[4]
2178,0,76,4,76,100,[0]
2179,4,86,0,67,97,[5]
2180,4,76,0,100,97,[5]
2181,8,86,6,90,93,[3]
2182,12,86,12,81,90,[0]
2183,16,86,14,67,87,[3]
2184,20,86,10,81,84,[5]
2185,24,86,12,90,80,[3]
2187,0,76,4,76,100,[1]
2188,4,86,0,71,97,[5]
2189,6,81,0,95,95,[3]
2190,10,86,6,81,92,[5]
2191,14,86,8,90,89,[0]
2192,18,86,14,67,85,[3]
2193,22,86,10,81,82,[0]
2194,26,86,12,67,79,[4]
2196,0,76,4,76,100,[4]
2197,4,86,0,86,97,[2]
2198,8,86,4,76,94,[0]
2199,12,86,4,67,91,[3]
2200,16,86,0,81,88,[4]
2201,20,86,2,86,84,[3]
2202,24,86,6,81,81,[1]
2203,28,86,8,71,78,[3]
2205,0,76,4,76,100,[0]
2206,4,86,0,67,97,[5]
2207,4,76,0,100,97,[5]
2208,8,86,6,90,93,[1]
2209,12,86,12,71,90,[5]
2210,16,86,10,90,87,[2]
2211,20,86,16,76,83,[1]
2212,24,86,16,71,80,[1]
2214,0,76,4,76,100,[3]
2215,4,86,0,81,97,[4]
2216,8,86,2,86,94,[2]
2217,12,86,6,76,90,[5]
2218,16,86,6,90,87,[1]
2219,20,86,12,71,84,[2]
2220,24,86,10,76,81,[5]
2221,28,86,10,90,78,[4]
2223,0,76,4,76,100,[4]
2224,4,86,0,86,97,[2]
2225,8,86,4,76,94,[4]
2226,12,86,4,86,90,[2]
2227,16,86,8,76,87,[5]
2228,20,86,8,90,84,[4]
2229,24,86,14,86,81,[4]
2230,28,86,18,86,77,[2]
2232,0,76,4,76,100,[1]
2233,4,86,0,71,97,[0]
2234,6,81,0,71,95,[0]
2235,6,76,0,76,95,[1]
2236,6,76,0,81,95,[2]
2237,8,81,0,81,94,[0]
2238,12,86,0,67,91,[3]
2239,12,76,0,90,91,[3]
2241,0,76,4,76,100,[1]
2242,4,86,0,71,97,[0]
2243,6,81,0,71,95,[0]
2244,6,76,0,76,95,[5]
2245,6,76,0,100,95,[3]
2246,10,86,6,81,92,[4]
2247,14,86,8,86,89,[1]
2248,18,86,12,71,86,[4]
2250,0,76,4,76,100,[4]
2251,4,86,0,86,97,[4]
2252,8,86,4,86,94,[1]
2253,12,86,8,71,90,[3]
2254,16,86,6,81,87,[1]
2255,20,86,8,71,84,[1]
2256,24,86,6,71,81,[1]
2257,28,86,4,71,78,[2]
2259,0,76,4,76,100,[3]
2260,4,86,0,81,97,[2]
2261,8,86,2,76,94,[3]
2262,12,86,2,81,90,[3]
2263,16,86,4,81,87,[4]
2264,20,86,6,86,84,[5]
2265,24,86,10,90,81,[1]
2266,28,86,16,71,77,[3]
2268,0,76,4,76,100,[4]
2269,4,86,0,86,97,[0]
2270,8,86,4,67,94,[5]
2271,12,86,0,90,91,[5]
2272,16,86,6,90,88,[0]
2273,20,86,12,67,85,[0]
2274,24,86,8,67,82,[4]
2275,28,86,4,86,79,[0]
2277,0,76,4,76,100,[5]
2278,4,86,0,90,97,[2]
2279,8,86,6,76,94,[1]
2280,12,86,6,71,90,[4]
2281,16,86,4,86,87,[3]
2282,20,86,8,81,84,[2]
2283,24,86,10,76,81,[5]
2284,28,86,10,90,77,[1]
2286,0,76,4,76,100,[2]
2287,4,86,0,76,97,[3]
2288,8,86,0,81,94,[4]
2289,12,86,2,86,90,[0]
2290,16,86,6,67,87,[3]
2291,20,86,2,81,84,[2]
2292,24,86,4,76,81,[3]
2293,28,86,4,81,77,[3]
2295,0,76,4,76,100,[2]
2296,4,86,0,76,97,[0]
2297,8,86,0,67,94,[2]
2298,8,76,0,86,94,[5]
2299,12,86,0,90,90,[2]
2300,16,86,6,76,87,[5]
2301,20,86,6,90,84,[1]
2302,24,86,12,71,81,[1]
